date,store,sku,category,units_sold,inventory_on_hand,price,pred_lag_7_baseline,pred_ridge_regression,pred_random_forest,pred_gradient_boosting,best_model,forecast_units
2025-04-22,New Haven,SKU-3001,Electronics,6,62,79.83,6.0,6.45,9.17,9.59,gradient_boosting,9.59
2025-04-23,New Haven,SKU-3001,Electronics,10,55,80.13,9.0,8.57,8.92,9.59,gradient_boosting,9.59
2025-04-24,New Haven,SKU-3001,Electronics,11,26,77.66,7.0,7.36,10.11,9.26,gradient_boosting,9.26
2025-04-25,New Haven,SKU-3001,Electronics,14,58,78.42,16.0,11.67,11.93,13.29,gradient_boosting,13.29
2025-04-26,New Haven,SKU-3001,Electronics,8,65,77.95,12.0,13.18,12.17,12.46,gradient_boosting,12.46
2025-04-27,New Haven,SKU-3001,Electronics,13,51,81.97,7.0,16.28,11.64,12.06,gradient_boosting,12.06
2025-04-28,New Haven,SKU-3001,Electronics,7,65,80.96,11.0,6.54,9.22,9.59,gradient_boosting,9.59
2025-04-29,New Haven,SKU-3001,Electronics,9,47,72.67,6.0,15.59,9.97,12.48,gradient_boosting,12.48
2025-04-30,New Haven,SKU-3001,Electronics,10,57,79.51,10.0,7.67,8.28,9.45,gradient_boosting,9.45
2025-03-02,New Haven,SKU-3002,Electronics,10,30,125.99,5.0,8.93,7.48,7.64,gradient_boosting,7.64
2025-03-03,New Haven,SKU-3002,Electronics,4,45,132.21,5.0,2.98,5.23,5.63,gradient_boosting,5.63
2025-03-04,New Haven,SKU-3002,Electronics,3,20,132.85,4.0,6.21,5.61,5.77,gradient_boosting,5.77
2025-03-05,New Haven,SKU-3002,Electronics,7,26,130.47,8.0,6.85,5.28,5.77,gradient_boosting,5.77
2025-03-06,New Haven,SKU-3002,Electronics,7,51,128.01,4.0,4.58,4.72,5.69,gradient_boosting,5.69
2025-03-07,New Haven,SKU-3002,Electronics,7,32,127.98,5.0,5.86,6.54,7.64,gradient_boosting,7.64
2025-03-08,New Haven,SKU-3002,Electronics,5,47,129.31,7.0,10.77,6.23,7.64,gradient_boosting,7.64
2025-03-09,New Haven,SKU-3002,Electronics,9,52,129.76,10.0,12.14,6.55,7.64,gradient_boosting,7.64
2025-03-10,New Haven,SKU-3002,Electronics,7,37,129.1,4.0,1.5,5.32,6.2,gradient_boosting,6.2
2025-03-11,New Haven,SKU-3002,Electronics,7,37,127.98,3.0,0.85,5.35,6.2,gradient_boosting,6.2
2025-03-12,New Haven,SKU-3002,Electronics,7,30,131.16,7.0,6.86,6.0,6.43,gradient_boosting,6.43
2025-03-13,New Haven,SKU-3002,Electronics,8,41,128.72,7.0,5.41,5.51,6.35,gradient_boosting,6.35
2025-03-14,New Haven,SKU-3002,Electronics,11,42,128.3,7.0,6.84,7.2,8.3,gradient_boosting,8.3
2025-03-15,New Haven,SKU-3002,Electronics,8,23,125.59,5.0,7.8,8.18,8.3,gradient_boosting,8.3
2025-03-16,New Haven,SKU-3002,Electronics,8,38,131.17,9.0,14.28,7.57,8.24,gradient_boosting,8.24
2025-03-17,New Haven,SKU-3002,Electronics,4,10,130.45,7.0,2.01,6.0,6.22,gradient_boosting,6.22
2025-03-18,New Haven,SKU-3002,Electronics,10,22,130.21,7.0,4.41,6.1,6.43,gradient_boosting,6.43
2025-03-19,New Haven,SKU-3002,Electronics,5,26,127.0,7.0,3.43,6.49,6.35,gradient_boosting,6.35
2025-03-20,New Haven,SKU-3002,Electronics,9,42,128.69,8.0,5.79,6.01,6.35,gradient_boosting,6.35
2025-03-21,New Haven,SKU-3002,Electronics,6,43,128.05,11.0,8.13,7.5,8.3,gradient_boosting,8.3
2025-03-22,New Haven,SKU-3002,Electronics,8,38,131.78,8.0,12.05,7.61,8.3,gradient_boosting,8.3
2025-03-23,New Haven,SKU-3002,Electronics,10,15,116.91,8.0,19.9,9.37,10.75,gradient_boosting,10.75
2025-03-24,New Haven,SKU-3002,Electronics,8,46,128.14,4.0,0.0,6.52,6.22,gradient_boosting,6.22
2025-03-25,New Haven,SKU-3002,Electronics,12,38,129.7,10.0,4.23,5.97,6.35,gradient_boosting,6.35
2025-03-26,New Haven,SKU-3002,Electronics,7,39,132.51,5.0,7.25,6.49,6.48,gradient_boosting,6.48
2025-03-27,New Haven,SKU-3002,Electronics,4,49,131.21,9.0,10.13,6.31,6.74,gradient_boosting,6.74
2025-03-28,New Haven,SKU-3002,Electronics,8,36,129.24,6.0,8.89,7.55,8.61,gradient_boosting,8.61
2025-03-29,New Haven,SKU-3002,Electronics,7,16,130.49,8.0,12.92,7.67,8.61,gradient_boosting,8.61
2025-03-30,New Haven,SKU-3002,Electronics,4,36,129.32,10.0,13.93,7.38,8.61,gradient_boosting,8.61
2025-03-31,New Haven,SKU-3002,Electronics,8,28,128.85,8.0,0.34,5.79,6.22,gradient_boosting,6.22
2025-04-01,New Haven,SKU-3002,Electronics,7,42,129.52,12.0,5.79,6.49,6.74,gradient_boosting,6.74
2025-04-02,New Haven,SKU-3002,Electronics,4,24,123.95,7.0,0.39,6.92,6.74,gradient_boosting,6.74
2025-04-03,New Haven,SKU-3002,Electronics,3,29,126.58,4.0,2.7,6.84,6.53,gradient_boosting,6.53
2025-04-04,New Haven,SKU-3002,Electronics,10,25,130.55,8.0,8.45,7.81,8.3,gradient_boosting,8.3
2025-04-05,New Haven,SKU-3002,Electronics,10,32,128.47,7.0,11.89,7.77,8.61,gradient_boosting,8.61
2025-04-06,New Haven,SKU-3002,Electronics,8,42,129.46,4.0,12.09,7.51,8.61,gradient_boosting,8.61
2025-04-07,New Haven,SKU-3002,Electronics,7,30,129.94,8.0,1.78,6.15,6.48,gradient_boosting,6.48
2025-04-08,New Haven,SKU-3002,Electronics,3,40,128.9,7.0,3.23,6.08,6.48,gradient_boosting,6.48
2025-04-09,New Haven,SKU-3002,Electronics,7,36,130.67,4.0,5.49,6.14,6.67,gradient_boosting,6.67
2025-04-10,New Haven,SKU-3002,Electronics,8,34,132.71,3.0,7.46,6.66,6.38,gradient_boosting,6.38
2025-04-11,New Haven,SKU-3002,Electronics,10,39,131.21,10.0,9.32,7.26,8.33,gradient_boosting,8.33
2025-04-12,New Haven,SKU-3002,Electronics,7,19,129.3,10.0,12.54,7.58,8.61,gradient_boosting,8.61
2025-04-13,New Haven,SKU-3002,Electronics,3,57,129.7,8.0,12.39,7.49,8.3,gradient_boosting,8.3
2025-04-14,New Haven,SKU-3002,Electronics,8,26,131.61,7.0,4.86,5.92,6.43,gradient_boosting,6.43
2025-04-15,New Haven,SKU-3002,Electronics,2,61,132.27,3.0,5.39,5.6,6.35,gradient_boosting,6.35
2025-04-16,New Haven,SKU-3002,Electronics,8,30,126.25,7.0,2.79,6.64,6.43,gradient_boosting,6.43
2025-04-17,New Haven,SKU-3002,Electronics,5,56,131.6,8.0,7.06,5.75,6.29,gradient_boosting,6.29
2025-04-18,New Haven,SKU-3002,Electronics,10,52,130.27,10.0,10.13,7.82,8.3,gradient_boosting,8.3
2025-04-19,New Haven,SKU-3002,Electronics,6,39,129.56,7.0,12.36,7.6,8.3,gradient_boosting,8.3
2025-04-20,New Haven,SKU-3002,Electronics,7,20,129.54,3.0,12.61,8.26,8.3,gradient_boosting,8.3
2025-04-21,New Haven,SKU-3002,Electronics,7,46,130.4,8.0,3.21,5.94,6.43,gradient_boosting,6.43
2025-04-22,New Haven,SKU-3002,Electronics,4,24,115.19,2.0,5.11,7.58,9.25,gradient_boosting,9.25
2025-04-23,New Haven,SKU-3002,Electronics,3,25,129.03,8.0,2.43,6.39,5.96,gradient_boosting,5.96
2025-04-24,New Haven,SKU-3002,Electronics,7,44,131.75,5.0,8.2,5.93,6.13,gradient_boosting,6.13
2025-04-25,New Haven,SKU-3002,Electronics,6,46,129.9,10.0,10.28,7.44,8.3,gradient_boosting,8.3
2025-04-26,New Haven,SKU-3002,Electronics,8,26,127.11,6.0,7.01,7.55,7.8,gradient_boosting,7.8
2025-04-27,New Haven,SKU-3002,Electronics,10,35,129.09,7.0,11.06,7.71,8.08,gradient_boosting,8.08
2025-04-28,New Haven,SKU-3002,Electronics,10,26,130.22,7.0,2.86,5.34,6.35,gradient_boosting,6.35
2025-04-29,New Haven,SKU-3002,Electronics,6,32,131.81,4.0,3.49,5.69,6.16,gradient_boosting,6.16
2025-04-30,New Haven,SKU-3002,Electronics,4,38,131.21,3.0,6.3,5.69,6.35,gradient_boosting,6.35
2025-03-02,New Haven,SKU-4001,Home,30,142,25.11,47.0,47.1,41.25,41.57,gradient_boosting,41.57
2025-03-03,New Haven,SKU-4001,Home,32,205,24.96,34.0,26.39,30.71,31.54,gradient_boosting,31.54
2025-03-04,New Haven,SKU-4001,Home,34,181,24.87,26.0,29.99,32.2,33.07,gradient_boosting,33.07
2025-03-05,New Haven,SKU-4001,Home,26,153,24.87,37.0,31.7,33.04,32.92,gradient_boosting,32.92
2025-03-06,New Haven,SKU-4001,Home,26,186,25.07,34.0,34.78,31.68,33.29,gradient_boosting,33.29
2025-03-07,New Haven,SKU-4001,Home,56,197,25.54,47.0,37.66,36.86,39.64,gradient_boosting,39.64
2025-03-08,New Haven,SKU-4001,Home,60,125,22.67,51.0,57.75,50.23,45.97,gradient_boosting,45.97
2025-03-09,New Haven,SKU-4001,Home,42,114,24.27,30.0,42.75,41.93,41.93,gradient_boosting,41.93
2025-03-10,New Haven,SKU-4001,Home,35,75,25.05,32.0,32.48,37.66,33.34,gradient_boosting,33.34
2025-03-11,New Haven,SKU-4001,Home,33,148,25.3,34.0,31.64,34.19,33.55,gradient_boosting,33.55
2025-03-12,New Haven,SKU-4001,Home,30,101,25.03,26.0,36.51,33.84,33.85,gradient_boosting,33.85
2025-03-13,New Haven,SKU-4001,Home,36,159,25.23,26.0,36.71,32.57,32.96,gradient_boosting,32.96
2025-03-14,New Haven,SKU-4001,Home,45,74,25.09,56.0,45.59,43.06,44.14,gradient_boosting,44.14
2025-03-15,New Haven,SKU-4001,Home,38,132,25.59,60.0,47.39,42.48,44.56,gradient_boosting,44.56
2025-03-16,New Haven,SKU-4001,Home,40,128,25.4,42.0,44.14,42.13,41.33,gradient_boosting,41.33
2025-03-17,New Haven,SKU-4001,Home,31,28,25.24,35.0,33.2,37.54,34.01,gradient_boosting,34.01
2025-03-18,New Haven,SKU-4001,Home,37,133,24.55,33.0,32.7,34.59,34.08,gradient_boosting,34.08
2025-03-19,New Haven,SKU-4001,Home,33,195,25.06,30.0,31.41,33.53,32.89,gradient_boosting,32.89
2025-03-20,New Haven,SKU-4001,Home,29,215,25.45,36.0,33.01,33.63,33.55,gradient_boosting,33.55
2025-03-21,New Haven,SKU-4001,Home,40,131,24.91,45.0,42.11,40.39,42.39,gradient_boosting,42.39
2025-03-22,New Haven,SKU-4001,Home,28,182,25.59,38.0,44.75,39.71,42.72,gradient_boosting,42.72
2025-03-23,New Haven,SKU-4001,Home,36,171,25.39,40.0,44.02,39.99,41.41,gradient_boosting,41.41
2025-03-24,New Haven,SKU-4001,Home,39,130,22.06,31.0,45.31,39.45,38.07,gradient_boosting,38.07
2025-03-25,New Haven,SKU-4001,Home,43,162,24.77,37.0,30.67,34.26,33.32,gradient_boosting,33.32
2025-03-26,New Haven,SKU-4001,Home,31,145,25.06,33.0,33.2,33.54,34.08,gradient_boosting,34.08
2025-03-27,New Haven,SKU-4001,Home,34,171,24.99,29.0,35.15,34.12,34.23,gradient_boosting,34.23
2025-03-28,New Haven,SKU-4001,Home,57,110,22.95,40.0,56.07,56.85,47.67,gradient_boosting,47.67
2025-03-29,New Haven,SKU-4001,Home,39,141,25.24,28.0,40.56,41.09,41.27,gradient_boosting,41.27
2025-03-30,New Haven,SKU-4001,Home,47,129,25.17,36.0,43.43,43.12,42.64,gradient_boosting,42.64
2025-03-31,New Haven,SKU-4001,Home,33,124,24.95,39.0,33.58,34.14,35.26,gradient_boosting,35.26
2025-04-01,New Haven,SKU-4001,Home,31,195,25.47,43.0,34.17,34.66,34.97,gradient_boosting,34.97
2025-04-02,New Haven,SKU-4001,Home,35,163,25.19,31.0,33.56,33.51,33.27,gradient_boosting,33.27
2025-04-03,New Haven,SKU-4001,Home,23,175,24.55,34.0,33.4,34.61,34.04,gradient_boosting,34.04
2025-04-04,New Haven,SKU-4001,Home,44,186,24.85,57.0,39.53,39.95,42.77,gradient_boosting,42.77
2025-04-05,New Haven,SKU-4001,Home,31,213,24.92,39.0,36.18,39.16,39.0,gradient_boosting,39.0
2025-04-06,New Haven,SKU-4001,Home,29,64,24.28,47.0,43.49,39.4,39.67,gradient_boosting,39.67
2025-04-07,New Haven,SKU-4001,Home,33,190,24.69,33.0,29.19,31.3,32.73,gradient_boosting,32.73
2025-04-08,New Haven,SKU-4001,Home,35,254,24.81,31.0,29.56,30.18,32.34,gradient_boosting,32.34
2025-04-09,New Haven,SKU-4001,Home,31,160,25.75,35.0,33.35,27.39,31.78,gradient_boosting,31.78
2025-04-10,New Haven,SKU-4001,Home,33,157,25.06,23.0,30.43,30.9,30.32,gradient_boosting,30.32
2025-04-11,New Haven,SKU-4001,Home,31,154,24.83,44.0,39.73,38.04,38.52,gradient_boosting,38.52
2025-04-12,New Haven,SKU-4001,Home,40,60,24.81,31.0,39.13,37.88,37.36,gradient_boosting,37.36
2025-04-13,New Haven,SKU-4001,Home,34,106,25.49,29.0,42.58,35.16,37.96,gradient_boosting,37.96
2025-04-14,New Haven,SKU-4001,Home,40,159,24.55,33.0,27.79,30.17,31.77,gradient_boosting,31.77
2025-04-15,New Haven,SKU-4001,Home,36,152,25.5,35.0,30.41,29.32,31.71,gradient_boosting,31.71
2025-04-16,New Haven,SKU-4001,Home,28,237,25.51,31.0,31.01,30.05,31.92,gradient_boosting,31.92
2025-04-17,New Haven,SKU-4001,Home,24,145,24.62,33.0,31.33,29.85,31.31,gradient_boosting,31.31
2025-04-18,New Haven,SKU-4001,Home,40,166,21.88,31.0,50.2,47.93,42.5,gradient_boosting,42.5
2025-04-19,New Haven,SKU-4001,Home,49,142,24.89,40.0,37.6,38.83,37.18,gradient_boosting,37.18
2025-04-20,New Haven,SKU-4001,Home,53,127,25.65,34.0,39.7,37.97,38.35,gradient_boosting,38.35
2025-04-21,New Haven,SKU-4001,Home,33,139,25.05,40.0,31.79,33.2,33.56,gradient_boosting,33.56
2025-04-22,New Haven,SKU-4001,Home,36,197,25.0,36.0,31.26,33.14,34.38,gradient_boosting,34.38
2025-04-23,New Haven,SKU-4001,Home,30,148,24.93,28.0,30.85,31.12,31.45,gradient_boosting,31.45
2025-04-24,New Haven,SKU-4001,Home,41,153,25.02,24.0,32.57,31.58,31.15,gradient_boosting,31.15
2025-04-25,New Haven,SKU-4001,Home,39,166,24.69,40.0,36.1,41.48,39.59,gradient_boosting,39.59
2025-04-26,New Haven,SKU-4001,Home,40,178,24.63,49.0,41.08,40.86,40.24,gradient_boosting,40.24
2025-04-27,New Haven,SKU-4001,Home,66,100,22.62,53.0,58.29,46.62,43.6,gradient_boosting,43.6
2025-04-28,New Haven,SKU-4001,Home,36,101,25.88,33.0,30.74,34.92,34.26,gradient_boosting,34.26
2025-04-29,New Haven,SKU-4001,Home,40,172,24.82,36.0,33.64,33.85,34.46,gradient_boosting,34.46
2025-04-30,New Haven,SKU-4001,Home,36,170,24.68,30.0,30.96,32.87,33.67,gradient_boosting,33.67
2025-03-02,New Haven,SKU-4002,Home,34,119,39.35,28.0,31.64,30.98,32.03,gradient_boosting,32.03
2025-03-03,New Haven,SKU-4002,Home,21,96,39.18,21.0,22.77,27.13,26.38,gradient_boosting,26.38
2025-03-04,New Haven,SKU-4002,Home,24,161,39.12,27.0,19.92,25.61,26.0,gradient_boosting,26.0
2025-03-05,New Haven,SKU-4002,Home,25,133,40.13,26.0,24.68,26.78,26.42,gradient_boosting,26.42
2025-03-06,New Haven,SKU-4002,Home,22,128,40.56,34.0,29.29,26.09,27.55,gradient_boosting,27.55
2025-03-07,New Haven,SKU-4002,Home,24,176,39.74,38.0,29.1,30.21,31.74,gradient_boosting,31.74
2025-03-08,New Haven,SKU-4002,Home,33,85,36.36,33.0,49.49,38.3,38.37,gradient_boosting,38.37
2025-03-09,New Haven,SKU-4002,Home,45,102,40.88,34.0,33.6,30.17,29.5,gradient_boosting,29.5
2025-03-10,New Haven,SKU-4002,Home,26,101,40.28,21.0,20.42,24.52,24.61,gradient_boosting,24.61
2025-03-11,New Haven,SKU-4002,Home,20,117,40.57,24.0,24.45,24.79,25.38,gradient_boosting,25.38
2025-03-12,New Haven,SKU-4002,Home,19,69,39.94,25.0,26.83,25.16,25.38,gradient_boosting,25.38
2025-03-13,New Haven,SKU-4002,Home,26,93,39.41,22.0,26.68,24.65,24.25,gradient_boosting,24.25
2025-03-14,New Haven,SKU-4002,Home,32,179,40.41,24.0,28.91,29.53,31.01,gradient_boosting,31.01
2025-03-15,New Haven,SKU-4002,Home,46,148,40.41,33.0,32.88,30.61,31.92,gradient_boosting,31.92
2025-03-16,New Haven,SKU-4002,Home,22,86,41.06,45.0,39.6,32.88,33.16,gradient_boosting,33.16
2025-03-17,New Haven,SKU-4002,Home,22,140,40.3,26.0,21.31,24.28,25.49,gradient_boosting,25.49
2025-03-18,New Haven,SKU-4002,Home,19,151,40.35,20.0,22.48,24.57,24.39,gradient_boosting,24.39
2025-03-19,New Haven,SKU-4002,Home,32,145,39.62,19.0,24.6,24.65,23.92,gradient_boosting,23.92
2025-03-20,New Haven,SKU-4002,Home,18,149,39.82,26.0,25.06,24.69,25.49,gradient_boosting,25.49
2025-03-21,New Haven,SKU-4002,Home,37,67,40.06,32.0,30.89,32.8,29.84,gradient_boosting,29.84
2025-03-22,New Haven,SKU-4002,Home,38,94,40.53,46.0,36.71,31.84,32.7,gradient_boosting,32.7
2025-03-23,New Haven,SKU-4002,Home,27,77,39.33,22.0,35.43,31.03,30.11,gradient_boosting,30.11
2025-03-24,New Haven,SKU-4002,Home,27,87,39.49,22.0,21.8,25.11,24.99,gradient_boosting,24.99
2025-03-25,New Haven,SKU-4002,Home,24,90,40.11,19.0,22.53,25.32,24.52,gradient_boosting,24.52
2025-03-26,New Haven,SKU-4002,Home,21,111,40.33,32.0,26.87,25.37,25.61,gradient_boosting,25.61
2025-03-27,New Haven,SKU-4002,Home,23,129,41.12,18.0,27.34,25.26,24.59,gradient_boosting,24.59
2025-03-28,New Haven,SKU-4002,Home,31,115,40.38,37.0,31.8,31.24,32.11,gradient_boosting,32.11
2025-03-29,New Haven,SKU-4002,Home,34,63,39.11,38.0,36.49,31.65,33.42,gradient_boosting,33.42
2025-03-30,New Haven,SKU-4002,Home,30,181,35.54,27.0,44.26,37.83,33.65,gradient_boosting,33.65
2025-03-31,New Haven,SKU-4002,Home,39,70,39.76,27.0,20.62,24.8,25.28,gradient_boosting,25.28
2025-04-01,New Haven,SKU-4002,Home,28,69,40.09,24.0,23.68,25.6,25.22,gradient_boosting,25.22
2025-04-02,New Haven,SKU-4002,Home,27,94,40.03,21.0,26.09,25.98,26.49,gradient_boosting,26.49
2025-04-03,New Haven,SKU-4002,Home,31,145,39.47,23.0,24.55,25.93,26.19,gradient_boosting,26.19
2025-04-04,New Haven,SKU-4002,Home,36,154,41.05,31.0,31.06,31.91,33.25,gradient_boosting,33.25
2025-04-05,New Haven,SKU-4002,Home,33,75,40.66,34.0,36.44,32.62,34.05,gradient_boosting,34.05
2025-04-06,New Haven,SKU-4002,Home,32,113,39.25,30.0,32.99,32.53,30.36,gradient_boosting,30.36
2025-04-07,New Haven,SKU-4002,Home,29,144,39.7,39.0,23.2,27.8,27.47,gradient_boosting,27.47
2025-04-08,New Haven,SKU-4002,Home,19,73,39.97,28.0,24.29,25.17,26.74,gradient_boosting,26.74
2025-04-09,New Haven,SKU-4002,Home,26,76,39.43,27.0,27.12,26.67,26.42,gradient_boosting,26.42
2025-04-10,New Haven,SKU-4002,Home,24,184,36.73,31.0,39.65,33.88,31.58,gradient_boosting,31.58
2025-04-11,New Haven,SKU-4002,Home,39,60,40.27,36.0,31.81,32.38,31.72,gradient_boosting,31.72
2025-04-12,New Haven,SKU-4002,Home,36,84,40.37,33.0,35.19,31.77,31.92,gradient_boosting,31.92
2025-04-13,New Haven,SKU-4002,Home,43,27,40.83,32.0,36.11,32.3,30.95,gradient_boosting,30.95
2025-04-14,New Haven,SKU-4002,Home,21,110,40.25,29.0,25.68,25.3,28.08,gradient_boosting,28.08
2025-04-15,New Haven,SKU-4002,Home,28,175,40.76,19.0,23.43,26.29,25.45,gradient_boosting,25.45
2025-04-16,New Haven,SKU-4002,Home,26,112,39.27,26.0,27.34,27.34,26.42,gradient_boosting,26.42
2025-04-17,New Haven,SKU-4002,Home,21,101,41.19,24.0,28.26,24.37,26.5,gradient_boosting,26.5
2025-04-18,New Haven,SKU-4002,Home,33,128,40.42,39.0,33.85,33.83,33.86,gradient_boosting,33.86
2025-04-19,New Haven,SKU-4002,Home,38,51,39.85,36.0,35.21,32.76,32.97,gradient_boosting,32.97
2025-04-20,New Haven,SKU-4002,Home,38,45,39.73,43.0,38.98,34.62,32.97,gradient_boosting,32.97
2025-04-21,New Haven,SKU-4002,Home,25,149,40.81,21.0,21.3,23.65,24.93,gradient_boosting,24.93
2025-04-22,New Haven,SKU-4002,Home,31,96,39.78,28.0,23.51,25.68,26.39,gradient_boosting,26.39
2025-04-23,New Haven,SKU-4002,Home,19,107,40.07,26.0,25.8,25.05,26.35,gradient_boosting,26.35
2025-04-24,New Haven,SKU-4002,Home,27,103,39.05,21.0,25.57,25.33,24.61,gradient_boosting,24.61
2025-04-25,New Haven,SKU-4002,Home,32,77,39.44,33.0,32.42,32.9,33.86,gradient_boosting,33.86
2025-04-26,New Haven,SKU-4002,Home,28,82,39.37,38.0,36.14,34.29,33.86,gradient_boosting,33.86
2025-04-27,New Haven,SKU-4002,Home,38,79,38.95,38.0,38.44,34.56,33.23,gradient_boosting,33.23
2025-04-28,New Haven,SKU-4002,Home,29,135,35.44,25.0,33.51,31.13,30.15,gradient_boosting,30.15
2025-04-29,New Haven,SKU-4002,Home,27,101,37.21,31.0,36.41,31.03,31.05,gradient_boosting,31.05
2025-04-30,New Haven,SKU-4002,Home,24,155,40.08,19.0,24.13,24.71,24.34,gradient_boosting,24.34
2025-03-02,Providence,SKU-1001,Grocery,177,441,5.04,171.0,147.4,151.67,156.73,gradient_boosting,156.73
2025-03-03,Providence,SKU-1001,Grocery,178,187,4.95,141.0,139.72,134.49,134.09,gradient_boosting,134.09
2025-03-04,Providence,SKU-1001,Grocery,81,625,4.98,182.0,140.3,125.7,132.82,gradient_boosting,132.82
2025-03-05,Providence,SKU-1001,Grocery,169,488,5.05,91.0,134.87,128.84,129.37,gradient_boosting,129.37
2025-03-06,Providence,SKU-1001,Grocery,110,554,5.12,88.0,136.58,135.48,132.2,gradient_boosting,132.2
2025-03-07,Providence,SKU-1001,Grocery,189,641,5.03,183.0,156.31,155.7,166.41,gradient_boosting,166.41
2025-03-08,Providence,SKU-1001,Grocery,135,671,5.02,195.0,170.68,164.08,161.24,gradient_boosting,161.24
2025-03-09,Providence,SKU-1001,Grocery,176,590,5.06,177.0,158.77,160.07,164.0,gradient_boosting,164.0
2025-03-10,Providence,SKU-1001,Grocery,147,310,5.1,178.0,149.07,130.15,133.02,gradient_boosting,133.02
2025-03-11,Providence,SKU-1001,Grocery,110,732,5.04,81.0,135.98,123.16,127.33,gradient_boosting,127.33
2025-03-12,Providence,SKU-1001,Grocery,165,495,5.07,169.0,137.11,124.82,130.72,gradient_boosting,130.72
2025-03-13,Providence,SKU-1001,Grocery,126,639,4.92,110.0,128.32,124.68,131.72,gradient_boosting,131.72
2025-03-14,Providence,SKU-1001,Grocery,153,200,5.05,189.0,165.98,170.28,159.61,gradient_boosting,159.61
2025-03-15,Providence,SKU-1001,Grocery,214,297,5.06,135.0,161.61,166.79,168.52,gradient_boosting,168.52
2025-03-16,Providence,SKU-1001,Grocery,161,745,5.01,176.0,159.22,168.58,166.98,gradient_boosting,166.98
2025-03-17,Providence,SKU-1001,Grocery,109,484,4.99,147.0,150.82,137.45,144.05,gradient_boosting,144.05
2025-03-18,Providence,SKU-1001,Grocery,127,599,5.08,110.0,126.17,128.88,137.48,gradient_boosting,137.48
2025-03-19,Providence,SKU-1001,Grocery,109,716,4.98,165.0,149.0,131.1,133.54,gradient_boosting,133.54
2025-03-20,Providence,SKU-1001,Grocery,191,354,4.95,126.0,141.62,129.91,138.62,gradient_boosting,138.62
2025-03-21,Providence,SKU-1001,Grocery,165,474,5.09,153.0,160.04,176.58,175.15,gradient_boosting,175.15
2025-03-22,Providence,SKU-1001,Grocery,137,442,4.98,214.0,162.59,176.66,171.11,gradient_boosting,171.11
2025-03-23,Providence,SKU-1001,Grocery,155,526,4.96,161.0,159.56,166.8,165.71,gradient_boosting,165.71
2025-03-24,Providence,SKU-1001,Grocery,124,630,5.04,109.0,135.07,128.55,130.57,gradient_boosting,130.57
2025-03-25,Providence,SKU-1001,Grocery,91,638,5.11,127.0,131.52,126.71,133.18,gradient_boosting,133.18
2025-03-26,Providence,SKU-1001,Grocery,96,560,5.06,109.0,140.45,123.36,129.64,gradient_boosting,129.64
2025-03-27,Providence,SKU-1001,Grocery,122,318,4.58,191.0,165.62,156.67,153.35,gradient_boosting,153.35
2025-03-28,Providence,SKU-1001,Grocery,184,478,5.09,165.0,148.35,154.03,154.62,gradient_boosting,154.62
2025-03-29,Providence,SKU-1001,Grocery,190,671,5.05,137.0,155.21,159.15,158.11,gradient_boosting,158.11
2025-03-30,Providence,SKU-1001,Grocery,170,413,5.02,155.0,154.17,149.54,156.24,gradient_boosting,156.24
2025-03-31,Providence,SKU-1001,Grocery,156,543,4.49,124.0,145.32,155.56,151.3,gradient_boosting,151.3
2025-04-01,Providence,SKU-1001,Grocery,135,748,5.07,91.0,123.49,121.57,127.76,gradient_boosting,127.76
2025-04-02,Providence,SKU-1001,Grocery,111,468,4.95,96.0,131.44,126.37,126.83,gradient_boosting,126.83
2025-04-03,Providence,SKU-1001,Grocery,210,367,4.41,122.0,169.29,167.86,156.0,gradient_boosting,156.0
2025-04-04,Providence,SKU-1001,Grocery,240,756,4.92,184.0,151.73,163.48,161.21,gradient_boosting,161.21
2025-04-05,Providence,SKU-1001,Grocery,193,710,4.93,190.0,153.73,176.56,163.07,gradient_boosting,163.07
2025-04-06,Providence,SKU-1001,Grocery,180,412,4.98,170.0,165.03,183.02,173.75,gradient_boosting,173.75
2025-04-07,Providence,SKU-1001,Grocery,146,533,5.07,156.0,143.06,128.25,132.35,gradient_boosting,132.35
2025-04-08,Providence,SKU-1001,Grocery,144,681,4.44,135.0,149.62,168.14,156.9,gradient_boosting,156.9
2025-04-09,Providence,SKU-1001,Grocery,155,574,4.85,111.0,135.82,134.78,136.61,gradient_boosting,136.61
2025-04-10,Providence,SKU-1001,Grocery,122,982,4.97,210.0,146.72,134.4,134.71,gradient_boosting,134.71
2025-04-11,Providence,SKU-1001,Grocery,209,344,5.02,240.0,174.51,178.99,165.81,gradient_boosting,165.81
2025-04-12,Providence,SKU-1001,Grocery,167,493,5.02,193.0,170.63,176.59,174.22,gradient_boosting,174.22
2025-04-13,Providence,SKU-1001,Grocery,142,436,5.1,180.0,166.3,174.35,170.25,gradient_boosting,170.25
2025-04-14,Providence,SKU-1001,Grocery,127,652,4.95,146.0,144.05,146.26,141.15,gradient_boosting,141.15
2025-04-15,Providence,SKU-1001,Grocery,110,441,5.06,144.0,145.24,134.01,140.65,gradient_boosting,140.65
2025-04-16,Providence,SKU-1001,Grocery,99,457,4.85,155.0,142.85,130.08,139.23,gradient_boosting,139.23
2025-04-17,Providence,SKU-1001,Grocery,119,289,4.95,122.0,160.19,132.64,140.1,gradient_boosting,140.1
