date,store,sku,category,price,promotion,holiday,weather_index,units_sold,inventory_on_hand,revenue
2024-02-19,Hartford,SKU-3001,Electronics,79.38,0,0,0.77,8,35,635.04
2024-02-20,Hartford,SKU-3001,Electronics,80.14,0,0,0.943,10,60,801.4
2024-02-21,Hartford,SKU-3001,Electronics,80.65,0,0,0.798,8,74,645.2
2024-02-22,Hartford,SKU-3001,Electronics,81.01,0,0,0.635,9,28,729.09
2024-02-23,Hartford,SKU-3001,Electronics,80.63,0,0,0.659,6,46,483.78
2024-02-24,Hartford,SKU-3001,Electronics,80.17,0,0,0.638,11,79,881.87
2024-02-25,Hartford,SKU-3001,Electronics,82.96,0,0,0.871,14,26,1161.44
2024-02-26,Hartford,SKU-3001,Electronics,78.64,0,0,0.792,12,49,943.68
2024-02-27,Hartford,SKU-3001,Electronics,77.76,0,0,0.625,11,32,855.36
2024-02-28,Hartford,SKU-3001,Electronics,80.36,0,0,0.659,9,83,723.24
2024-02-29,Hartford,SKU-3001,Electronics,82.4,0,0,0.759,7,46,576.8
2024-03-01,Hartford,SKU-3001,Electronics,80.4,0,0,0.844,10,72,804.0
2024-03-02,Hartford,SKU-3001,Electronics,79.28,0,0,0.565,12,57,951.36
2024-03-03,Hartford,SKU-3001,Electronics,70.98,1,0,0.82,8,53,567.84
2024-03-04,Hartford,SKU-3001,Electronics,82.09,0,0,0.776,7,81,574.63
2024-03-05,Hartford,SKU-3001,Electronics,77.61,0,0,0.737,5,78,388.05
2024-03-06,Hartford,SKU-3001,Electronics,81.33,0,0,0.829,12,27,975.96
2024-03-07,Hartford,SKU-3001,Electronics,76.62,0,0,0.578,9,36,689.58
2024-03-08,Hartford,SKU-3001,Electronics,81.54,0,0,0.809,11,45,896.94
2024-03-09,Hartford,SKU-3001,Electronics,78.51,0,0,0.952,11,42,863.61
2024-03-10,Hartford,SKU-3001,Electronics,81.67,0,0,0.885,12,31,980.04
2024-03-11,Hartford,SKU-3001,Electronics,79.5,0,0,0.654,8,44,636.0
2024-03-12,Hartford,SKU-3001,Electronics,78.38,0,0,0.619,9,48,705.42
2024-03-13,Hartford,SKU-3001,Electronics,78.58,0,0,0.893,11,36,864.38
2024-03-14,Hartford,SKU-3001,Electronics,81.29,0,0,0.819,11,41,894.19
2024-03-15,Hartford,SKU-3001,Electronics,83.2,0,0,0.824,13,31,1081.6
2024-03-16,Hartford,SKU-3001,Electronics,80.54,0,0,0.716,10,41,805.4
2024-03-17,Hartford,SKU-3001,Electronics,81.61,0,0,0.707,12,59,979.32
2024-03-18,Hartford,SKU-3001,Electronics,82.57,0,0,0.847,3,54,247.71
2024-03-19,Hartford,SKU-3001,Electronics,80.0,0,0,0.719,12,39,960.0
2024-03-20,Hartford,SKU-3001,Electronics,80.4,0,0,0.771,9,51,723.6
2024-03-21,Hartford,SKU-3001,Electronics,79.69,0,0,0.699,7,42,557.83
2024-03-22,Hartford,SKU-3001,Electronics,72.73,1,0,0.674,13,44,945.49
2024-03-23,Hartford,SKU-3001,Electronics,82.15,0,0,0.829,11,69,903.65
2024-03-24,Hartford,SKU-3001,Electronics,80.46,0,0,0.517,10,54,804.6
2024-03-25,Hartford,SKU-3001,Electronics,81.99,0,0,0.683,6,69,491.94
2024-03-26,Hartford,SKU-3001,Electronics,81.54,0,0,0.851,9,87,733.86
2024-03-27,Hartford,SKU-3001,Electronics,78.6,0,0,0.425,6,50,471.6
2024-03-28,Hartford,SKU-3001,Electronics,80.14,0,0,0.773,9,52,721.26
2024-03-29,Hartford,SKU-3001,Electronics,79.7,0,0,0.627,12,41,956.4
2024-03-30,Hartford,SKU-3001,Electronics,79.38,0,0,0.5,10,39,793.8
2024-03-31,Hartford,SKU-3001,Electronics,78.05,0,0,0.785,9,76,702.45
2024-04-01,Hartford,SKU-3001,Electronics,79.69,0,0,0.765,8,60,637.52
2024-04-02,Hartford,SKU-3001,Electronics,71.25,1,0,0.461,10,58,712.5
2024-04-03,Hartford,SKU-3001,Electronics,80.17,0,0,0.763,11,53,881.87
2024-04-04,Hartford,SKU-3001,Electronics,80.19,0,0,0.713,11,33,882.09
2024-04-05,Hartford,SKU-3001,Electronics,79.68,0,0,0.576,10,52,796.8
2024-04-06,Hartford,SKU-3001,Electronics,81.42,0,0,0.622,14,58,1139.88
2024-04-07,Hartford,SKU-3001,Electronics,79.59,0,0,0.75,10,54,795.9
2024-04-08,Hartford,SKU-3001,Electronics,80.12,0,0,0.86,6,55,480.72
2024-04-09,Hartford,SKU-3001,Electronics,79.58,0,0,0.691,12,50,954.96
2024-04-10,Hartford,SKU-3001,Electronics,76.68,0,0,0.678,8,80,613.44
2024-04-11,Hartford,SKU-3001,Electronics,80.61,0,0,0.678,10,56,806.1
2024-04-12,Hartford,SKU-3001,Electronics,81.24,0,0,0.62,12,26,974.88
2024-04-13,Hartford,SKU-3001,Electronics,79.94,0,0,0.449,11,50,879.34
2024-04-14,Hartford,SKU-3001,Electronics,80.18,0,0,0.707,11,58,881.98
2024-04-15,Hartford,SKU-3001,Electronics,79.78,0,0,0.488,7,56,558.46
2024-04-16,Hartford,SKU-3001,Electronics,74.22,1,0,0.885,11,50,816.42
2024-04-17,Hartford,SKU-3001,Electronics,72.46,1,0,0.564,10,41,724.6
2024-04-18,Hartford,SKU-3001,Electronics,79.62,0,0,0.591,7,53,557.34
2024-04-19,Hartford,SKU-3001,Electronics,78.83,0,0,0.564,13,45,1024.79
2024-04-20,Hartford,SKU-3001,Electronics,82.06,0,0,0.598,9,29,738.54
2024-04-21,Hartford,SKU-3001,Electronics,80.52,0,0,0.967,8,53,644.16
2024-04-22,Hartford,SKU-3001,Electronics,77.51,0,0,0.699,7,38,542.57
2024-04-23,Hartford,SKU-3001,Electronics,81.55,0,0,0.504,5,71,407.75
2024-04-24,Hartford,SKU-3001,Electronics,78.29,0,0,0.795,8,26,626.32
2024-04-25,Hartford,SKU-3001,Electronics,80.56,0,0,0.465,10,64,805.6
2024-04-26,Hartford,SKU-3001,Electronics,80.47,0,0,0.502,12,54,965.64
2024-04-27,Hartford,SKU-3001,Electronics,77.9,0,0,0.766,11,73,856.9
2024-04-28,Hartford,SKU-3001,Electronics,79.67,0,0,0.435,13,59,1035.71
2024-04-29,Hartford,SKU-3001,Electronics,78.83,0,0,0.772,12,76,945.96
2024-04-30,Hartford,SKU-3001,Electronics,81.27,0,0,0.626,12,66,975.24
2024-05-01,Hartford,SKU-3001,Electronics,69.38,1,0,0.621,10,54,693.8
2024-05-02,Hartford,SKU-3001,Electronics,78.99,0,0,0.532,13,48,1026.87
2024-05-03,Hartford,SKU-3001,Electronics,80.79,0,0,0.336,10,39,807.9
2024-05-04,Hartford,SKU-3001,Electronics,76.72,0,0,0.642,11,40,843.92
2024-05-05,Hartford,SKU-3001,Electronics,79.31,0,0,0.732,10,77,793.1
2024-05-06,Hartford,SKU-3001,Electronics,78.98,0,0,0.753,8,40,631.84
2024-05-07,Hartford,SKU-3001,Electronics,81.04,0,0,0.369,13,60,1053.52
2024-05-08,Hartford,SKU-3001,Electronics,78.15,0,0,0.606,10,52,781.5
2024-05-09,Hartford,SKU-3001,Electronics,79.12,0,0,0.738,8,85,632.96
2024-05-10,Hartford,SKU-3001,Electronics,71.11,1,0,0.572,15,43,1066.65
2024-05-11,Hartford,SKU-3001,Electronics,79.86,0,0,0.484,14,62,1118.04
2024-05-12,Hartford,SKU-3001,Electronics,81.07,0,0,0.571,12,40,972.84
2024-05-13,Hartford,SKU-3001,Electronics,82.08,0,0,0.62,6,68,492.48
2024-05-14,Hartford,SKU-3001,Electronics,79.02,0,0,0.309,11,23,869.22
2024-05-15,Hartford,SKU-3001,Electronics,82.15,0,0,0.73,9,73,739.35
2024-05-16,Hartford,SKU-3001,Electronics,77.98,0,0,0.662,6,93,467.88
2024-05-17,Hartford,SKU-3001,Electronics,81.52,0,0,0.403,10,48,815.2
2024-05-18,Hartford,SKU-3001,Electronics,78.62,0,0,0.62,8,53,628.96
2024-05-19,Hartford,SKU-3001,Electronics,79.32,0,0,0.474,13,60,1031.16
2024-05-20,Hartford,SKU-3001,Electronics,80.74,0,0,0.498,9,26,726.66
2024-05-21,Hartford,SKU-3001,Electronics,79.71,0,0,0.445,10,44,797.1
2024-05-22,Hartford,SKU-3001,Electronics,78.99,0,0,0.638,7,66,552.93
2024-05-23,Hartford,SKU-3001,Electronics,72.07,1,0,0.542,11,36,792.77
2024-05-24,Hartford,SKU-3001,Electronics,79.5,0,0,0.483,9,50,715.5
2024-05-25,Hartford,SKU-3001,Electronics,79.45,0,0,0.409,10,34,794.5
2024-05-26,Hartford,SKU-3001,Electronics,78.68,0,0,0.519,15,48,1180.2
2024-05-27,Hartford,SKU-3001,Electronics,80.19,0,0,0.441,9,46,721.71
2024-05-28,Hartford,SKU-3001,Electronics,80.8,0,0,0.372,8,68,646.4
2024-05-29,Hartford,SKU-3001,Electronics,80.16,0,0,0.596,7,57,561.12
2024-05-30,Hartford,SKU-3001,Electronics,82.14,0,0,0.781,4,64,328.56
2024-05-31,Hartford,SKU-3001,Electronics,72.39,1,0,0.348,16,33,1158.24
2024-06-01,Hartford,SKU-3001,Electronics,79.27,0,0,0.682,6,58,475.62
2024-06-02,Hartford,SKU-3001,Electronics,79.4,0,0,0.448,13,29,1032.2
2024-06-03,Hartford,SKU-3001,Electronics,72.11,1,0,0.572,12,22,865.32
2024-06-04,Hartford,SKU-3001,Electronics,79.66,0,0,0.511,4,52,318.64
2024-06-05,Hartford,SKU-3001,Electronics,79.39,0,0,0.531,9,51,714.51
2024-06-06,Hartford,SKU-3001,Electronics,78.86,0,0,0.467,3,69,236.58
2024-06-07,Hartford,SKU-3001,Electronics,72.85,1,0,0.546,15,77,1092.75
2024-06-08,Hartford,SKU-3001,Electronics,80.86,0,0,0.411,8,48,646.88
2024-06-09,Hartford,SKU-3001,Electronics,81.05,0,0,0.508,11,66,891.55
2024-06-10,Hartford,SKU-3001,Electronics,79.99,0,0,0.442,7,45,559.93
2024-06-11,Hartford,SKU-3001,Electronics,80.79,0,0,0.669,9,54,727.11
2024-06-12,Hartford,SKU-3001,Electronics,77.59,0,0,0.775,6,44,465.54
2024-06-13,Hartford,SKU-3001,Electronics,80.44,0,0,0.426,7,56,563.08
2024-06-14,Hartford,SKU-3001,Electronics,81.22,0,0,0.47,17,49,1380.74
2024-06-15,Hartford,SKU-3001,Electronics,77.67,0,0,0.606,13,61,1009.71
2024-06-16,Hartford,SKU-3001,Electronics,80.87,0,0,0.411,8,39,646.96
2024-06-17,Hartford,SKU-3001,Electronics,80.99,0,0,0.537,6,55,485.94
2024-06-18,Hartford,SKU-3001,Electronics,78.9,0,0,0.512,7,42,552.3
2024-06-19,Hartford,SKU-3001,Electronics,77.79,0,0,0.516,6,57,466.74
2024-06-20,Hartford,SKU-3001,Electronics,81.06,0,0,0.307,10,53,810.6
2024-06-21,Hartford,SKU-3001,Electronics,79.62,0,0,0.365,8,58,636.96
2024-06-22,Hartford,SKU-3001,Electronics,80.1,0,0,0.389,8,39,640.8
2024-06-23,Hartford,SKU-3001,Electronics,79.76,0,0,0.372,10,43,797.6
2024-06-24,Hartford,SKU-3001,Electronics,80.16,0,0,0.466,10,51,801.6
2024-06-25,Hartford,SKU-3001,Electronics,80.94,0,0,0.591,8,56,647.52
2024-06-26,Hartford,SKU-3001,Electronics,80.1,0,0,0.377,8,57,640.8
2024-06-27,Hartford,SKU-3001,Electronics,79.13,0,0,0.337,6,33,474.78
2024-06-28,Hartford,SKU-3001,Electronics,79.06,0,0,0.444,9,59,711.54
2024-06-29,Hartford,SKU-3001,Electronics,79.3,0,0,0.605,6,76,475.8
2024-06-30,Hartford,SKU-3001,Electronics,80.89,0,0,0.462,5,50,404.45
2024-07-01,Hartford,SKU-3001,Electronics,79.51,0,0,0.409,5,56,397.55
2024-07-02,Hartford,SKU-3001,Electronics,79.49,0,0,0.289,10,36,794.9
2024-07-03,Hartford,SKU-3001,Electronics,80.34,0,0,0.558,6,40,482.04
2024-07-04,Hartford,SKU-3001,Electronics,82.3,0,1,0.556,11,40,905.3
2024-07-05,Hartford,SKU-3001,Electronics,72.32,1,0,0.349,14,43,1012.48
2024-07-06,Hartford,SKU-3001,Electronics,78.81,0,0,0.374,13,36,1024.53
2024-07-07,Hartford,SKU-3001,Electronics,79.77,0,0,0.355,7,78,558.39
2024-07-08,Hartford,SKU-3001,Electronics,80.36,0,0,0.257,7,38,562.52
2024-07-09,Hartford,SKU-3001,Electronics,80.32,0,0,0.577,7,54,562.24
2024-07-10,Hartford,SKU-3001,Electronics,78.63,0,0,0.362,7,42,550.41
2024-07-11,Hartford,SKU-3001,Electronics,78.52,0,0,0.462,10,39,785.2
2024-07-12,Hartford,SKU-3001,Electronics,80.23,0,0,0.554,9,61,722.07
2024-07-13,Hartford,SKU-3001,Electronics,80.48,0,0,0.439,8,16,643.84
2024-07-14,Hartford,SKU-3001,Electronics,78.64,0,0,0.26,5,64,393.2
2024-07-15,Hartford,SKU-3001,Electronics,80.98,0,0,0.394,8,54,647.84
2024-07-16,Hartford,SKU-3001,Electronics,80.93,0,0,0.258,7,74,566.51
2024-07-17,Hartford,SKU-3001,Electronics,80.11,0,0,0.358,6,32,480.66
2024-07-18,Hartford,SKU-3001,Electronics,80.34,0,0,0.402,8,22,642.72
2024-07-19,Hartford,SKU-3001,Electronics,77.94,0,0,0.417,5,66,389.7
2024-07-20,Hartford,SKU-3001,Electronics,72.81,1,0,0.414,12,60,873.72
2024-07-21,Hartford,SKU-3001,Electronics,81.48,0,0,0.446,9,65,733.32
2024-07-22,Hartford,SKU-3001,Electronics,79.34,0,0,0.519,7,29,555.38
2024-07-23,Hartford,SKU-3001,Electronics,81.16,0,0,0.371,8,66,649.28
2024-07-24,Hartford,SKU-3001,Electronics,81.12,0,0,0.321,7,48,567.84
2024-07-25,Hartford,SKU-3001,Electronics,82.3,0,0,0.295,6,56,493.8
2024-07-26,Hartford,SKU-3001,Electronics,80.19,0,0,0.585,9,47,721.71
2024-07-27,Hartford,SKU-3001,Electronics,80.08,0,0,0.396,6,63,480.48
2024-07-28,Hartford,SKU-3001,Electronics,80.55,0,0,0.4,6,55,483.3
2024-07-29,Hartford,SKU-3001,Electronics,77.63,0,0,0.274,6,66,465.78
2024-07-30,Hartford,SKU-3001,Electronics,81.48,0,0,0.263,12,60,977.76
2024-07-31,Hartford,SKU-3001,Electronics,72.44,1,0,0.395,6,52,434.64
2024-08-01,Hartford,SKU-3001,Electronics,81.72,0,0,0.325,7,45,572.04
2024-08-02,Hartford,SKU-3001,Electronics,79.28,0,0,0.387,5,67,396.4
2024-08-03,Hartford,SKU-3001,Electronics,79.25,0,0,0.346,11,61,871.75
2024-08-04,Hartford,SKU-3001,Electronics,78.61,0,0,0.698,9,61,707.49
2024-08-05,Hartford,SKU-3001,Electronics,79.44,0,0,0.251,7,35,556.08
2024-08-06,Hartford,SKU-3001,Electronics,81.37,0,0,0.429,7,48,569.59
2024-08-07,Hartford,SKU-3001,Electronics,77.75,0,0,0.301,8,36,622.0
2024-08-08,Hartford,SKU-3001,Electronics,77.39,0,0,0.462,8,69,619.12
2024-08-09,Hartford,SKU-3001,Electronics,78.51,0,0,0.44,10,33,785.1
2024-08-10,Hartford,SKU-3001,Electronics,72.14,1,0,0.485,12,47,865.68
2024-08-11,Hartford,SKU-3001,Electronics,79.62,0,0,0.474,10,70,796.2
2024-08-12,Hartford,SKU-3001,Electronics,78.95,0,0,0.48,5,26,394.75
2024-08-13,Hartford,SKU-3001,Electronics,69.07,1,0,0.303,10,56,690.7
2024-08-14,Hartford,SKU-3001,Electronics,79.3,0,0,0.234,8,63,634.4
2024-08-15,Hartford,SKU-3001,Electronics,80.64,0,0,0.404,8,43,645.12
2024-08-16,Hartford,SKU-3001,Electronics,81.03,0,0,0.495,8,82,648.24
2024-08-17,Hartford,SKU-3001,Electronics,70.47,1,0,0.361,12,76,845.64
2024-08-18,Hartford,SKU-3001,Electronics,81.91,0,0,0.254,11,57,901.01
2024-08-19,Hartford,SKU-3001,Electronics,80.4,0,0,0.509,2,70,160.8
2024-08-20,Hartford,SKU-3001,Electronics,79.88,0,0,0.56,6,63,479.28
2024-08-21,Hartford,SKU-3001,Electronics,79.92,0,0,0.566,5,47,399.6
2024-08-22,Hartford,SKU-3001,Electronics,80.13,0,0,0.422,5,24,400.65
2024-08-23,Hartford,SKU-3001,Electronics,78.46,0,0,0.464,12,65,941.52
2024-08-24,Hartford,SKU-3001,Electronics,80.29,0,0,0.413,8,48,642.32
2024-08-25,Hartford,SKU-3001,Electronics,78.05,0,0,0.479,8,53,624.4
2024-08-26,Hartford,SKU-3001,Electronics,80.76,0,0,0.485,6,37,484.56
2024-08-27,Hartford,SKU-3001,Electronics,79.66,0,0,0.248,5,56,398.3
2024-08-28,Hartford,SKU-3001,Electronics,81.49,0,0,0.357,3,70,244.47
2024-08-29,Hartford,SKU-3001,Electronics,80.06,0,0,0.652,8,104,640.48
2024-08-30,Hartford,SKU-3001,Electronics,79.24,0,0,0.259,8,49,633.92
2024-08-31,Hartford,SKU-3001,Electronics,79.75,0,0,0.296,9,46,717.75
2024-09-01,Hartford,SKU-3001,Electronics,80.11,0,0,0.398,6,60,480.66
2024-09-02,Hartford,SKU-3001,Electronics,79.45,0,0,0.428,6,69,476.7
2024-09-03,Hartford,SKU-3001,Electronics,79.25,0,0,0.382,7,38,554.75
2024-09-04,Hartford,SKU-3001,Electronics,80.19,0,0,0.271,6,51,481.14
2024-09-05,Hartford,SKU-3001,Electronics,77.8,0,0,0.409,9,74,700.2
2024-09-06,Hartford,SKU-3001,Electronics,81.74,0,0,0.421,11,68,899.14
2024-09-07,Hartford,SKU-3001,Electronics,82.83,0,0,0.164,8,31,662.64
2024-09-08,Hartford,SKU-3001,Electronics,79.22,0,0,0.311,5,65,396.1
2024-09-09,Hartford,SKU-3001,Electronics,79.36,0,0,0.409,8,60,634.88
2024-09-10,Hartford,SKU-3001,Electronics,80.56,0,0,0.309,6,60,483.36
2024-09-11,Hartford,SKU-3001,Electronics,78.93,0,0,0.416,9,66,710.37
2024-09-12,Hartford,SKU-3001,Electronics,77.82,0,0,0.504,6,67,466.92
2024-09-13,Hartford,SKU-3001,Electronics,80.07,0,0,0.337,11,62,880.77
2024-09-14,Hartford,SKU-3001,Electronics,79.39,0,0,0.355,10,85,793.9
2024-09-15,Hartford,SKU-3001,Electronics,78.08,0,0,0.541,6,49,468.48
2024-09-16,Hartford,SKU-3001,Electronics,77.66,0,0,0.24,6,79,465.96
2024-09-17,Hartford,SKU-3001,Electronics,80.18,0,0,0.485,9,60,721.62
2024-09-18,Hartford,SKU-3001,Electronics,81.2,0,0,0.227,6,63,487.2
2024-09-19,Hartford,SKU-3001,Electronics,81.28,0,0,0.159,5,50,406.4
2024-09-20,Hartford,SKU-3001,Electronics,79.36,0,0,0.467,10,63,793.6
2024-09-21,Hartford,SKU-3001,Electronics,80.71,0,0,0.043,10,54,807.1
2024-09-22,Hartford,SKU-3001,Electronics,81.93,0,0,0.437,9,37,737.37
2024-09-23,Hartford,SKU-3001,Electronics,79.8,0,0,0.244,6,39,478.8
2024-09-24,Hartford,SKU-3001,Electronics,80.09,0,0,0.391,4,58,320.36
2024-09-25,Hartford,SKU-3001,Electronics,81.29,0,0,0.527,5,63,406.45
2024-09-26,Hartford,SKU-3001,Electronics,80.93,0,0,0.269,6,59,485.58
2024-09-27,Hartford,SKU-3001,Electronics,80.38,0,0,0.326,8,73,643.04
2024-09-28,Hartford,SKU-3001,Electronics,78.62,0,0,0.499,9,62,707.58
2024-09-29,Hartford,SKU-3001,Electronics,79.66,0,0,0.456,11,63,876.26
2024-09-30,Hartford,SKU-3001,Electronics,81.7,0,0,0.368,5,49,408.5
2024-10-01,Hartford,SKU-3001,Electronics,80.76,0,0,0.237,6,54,484.56
2024-10-02,Hartford,SKU-3001,Electronics,79.56,0,0,0.353,5,38,397.8
2024-10-03,Hartford,SKU-3001,Electronics,82.05,0,0,0.43,6,58,492.3
2024-10-04,Hartford,SKU-3001,Electronics,80.6,0,0,0.415,9,47,725.4
2024-10-05,Hartford,SKU-3001,Electronics,78.33,0,0,0.589,8,43,626.64
2024-10-06,Hartford,SKU-3001,Electronics,72.08,1,0,0.434,12,57,864.96
2024-10-07,Hartford,SKU-3001,Electronics,72.77,1,0,0.233,5,88,363.85
2024-10-08,Hartford,SKU-3001,Electronics,79.95,0,0,0.352,3,41,239.85
2024-10-09,Hartford,SKU-3001,Electronics,79.07,0,0,0.252,5,73,395.35
2024-10-10,Hartford,SKU-3001,Electronics,81.72,0,0,0.351,12,71,980.64
2024-10-11,Hartford,SKU-3001,Electronics,81.6,0,0,0.352,7,80,571.2
2024-10-12,Hartford,SKU-3001,Electronics,79.2,0,0,0.206,10,57,792.0
2024-10-13,Hartford,SKU-3001,Electronics,79.48,0,0,0.361,9,40,715.32
2024-10-14,Hartford,SKU-3001,Electronics,70.87,1,0,0.389,8,50,566.96
2024-10-15,Hartford,SKU-3001,Electronics,79.75,0,0,0.402,6,48,478.5
2024-10-16,Hartford,SKU-3001,Electronics,81.84,0,0,0.394,7,46,572.88
2024-10-17,Hartford,SKU-3001,Electronics,78.97,0,0,0.344,6,37,473.82
2024-10-18,Hartford,SKU-3001,Electronics,79.78,0,0,0.358,7,60,558.46
2024-10-19,Hartford,SKU-3001,Electronics,82.55,0,0,0.41,7,61,577.85
2024-10-20,Hartford,SKU-3001,Electronics,79.88,0,0,0.482,6,67,479.28
2024-10-21,Hartford,SKU-3001,Electronics,80.46,0,0,0.45,6,64,482.76
2024-10-22,Hartford,SKU-3001,Electronics,81.14,0,0,0.459,7,47,567.98
2024-10-23,Hartford,SKU-3001,Electronics,80.12,0,0,0.268,4,78,320.48
2024-10-24,Hartford,SKU-3001,Electronics,79.31,0,0,0.38,7,56,555.17
2024-10-25,Hartford,SKU-3001,Electronics,80.41,0,0,0.432,6,62,482.46
2024-10-26,Hartford,SKU-3001,Electronics,81.59,0,0,0.483,12,21,979.08
2024-10-27,Hartford,SKU-3001,Electronics,78.88,0,0,0.399,10,49,788.8
2024-10-28,Hartford,SKU-3001,Electronics,78.57,0,0,0.681,4,53,314.28
2024-10-29,Hartford,SKU-3001,Electronics,80.5,0,0,0.47,6,45,483.0
2024-10-30,Hartford,SKU-3001,Electronics,77.66,0,0,0.375,5,41,388.3
2024-10-31,Hartford,SKU-3001,Electronics,80.09,0,0,0.668,3,62,240.27
2024-11-01,Hartford,SKU-3001,Electronics,71.01,1,0,0.447,10,54,710.1
2024-11-02,Hartford,SKU-3001,Electronics,78.31,0,0,0.254,8,66,626.48
2024-11-03,Hartford,SKU-3001,Electronics,82.26,0,0,0.651,11,58,904.86
2024-11-04,Hartford,SKU-3001,Electronics,78.28,0,0,0.336,6,72,469.68
2024-11-05,Hartford,SKU-3001,Electronics,71.89,1,0,0.541,9,71,647.01
2024-11-06,Hartford,SKU-3001,Electronics,79.71,0,0,0.666,7,25,557.97
2024-11-07,Hartford,SKU-3001,Electronics,79.69,0,0,0.615,5,56,398.45
2024-11-08,Hartford,SKU-3001,Electronics,79.71,0,0,0.471,10,80,797.1
2024-11-09,Hartford,SKU-3001,Electronics,79.36,0,0,0.52,12,53,952.32
2024-11-10,Hartford,SKU-3001,Electronics,81.19,0,0,0.464,7,60,568.33
2024-11-11,Hartford,SKU-3001,Electronics,78.86,0,0,0.686,8,70,630.88
2024-11-12,Hartford,SKU-3001,Electronics,79.35,0,0,0.342,6,48,476.1
2024-11-13,Hartford,SKU-3001,Electronics,80.1,0,0,0.458,4,33,320.4
2024-11-14,Hartford,SKU-3001,Electronics,78.32,0,0,0.703,8,38,626.56
2024-11-15,Hartford,SKU-3001,Electronics,80.31,0,0,0.555,10,79,803.1
2024-11-16,Hartford,SKU-3001,Electronics,81.75,0,0,0.473,6,67,490.5
2024-11-17,Hartford,SKU-3001,Electronics,81.8,0,0,0.335,9,31,736.2
2024-11-18,Hartford,SKU-3001,Electronics,78.77,0,0,0.291,7,43,551.39
2024-11-19,Hartford,SKU-3001,Electronics,80.67,0,0,0.616,6,61,484.02
2024-11-20,Hartford,SKU-3001,Electronics,79.97,0,0,0.619,5,58,399.85
2024-11-21,Hartford,SKU-3001,Electronics,81.25,0,0,0.598,7,40,568.75
2024-11-22,Hartford,SKU-3001,Electronics,80.44,0,0,0.864,9,45,723.96
2024-11-23,Hartford,SKU-3001,Electronics,79.21,0,0,0.571,7,75,554.47
2024-11-24,Hartford,SKU-3001,Electronics,79.69,0,0,0.672,10,77,796.9
2024-11-25,Hartford,SKU-3001,Electronics,79.09,0,0,0.882,6,74,474.54
2024-11-26,Hartford,SKU-3001,Electronics,79.97,0,0,0.679,7,79,559.79
2024-11-27,Hartford,SKU-3001,Electronics,80.61,0,0,0.573,5,62,403.05
2024-11-28,Hartford,SKU-3001,Electronics,80.04,0,0,0.331,6,68,480.24
2024-11-29,Hartford,SKU-3001,Electronics,79.89,0,1,0.636,10,46,798.9
2024-11-30,Hartford,SKU-3001,Electronics,79.0,0,0,0.646,8,73,632.0
2024-12-01,Hartford,SKU-3001,Electronics,80.73,0,1,0.643,11,62,888.03
2024-12-02,Hartford,SKU-3001,Electronics,81.57,0,1,0.639,7,27,570.99
2024-12-03,Hartford,SKU-3001,Electronics,79.32,0,1,0.627,5,50,396.6
2024-12-04,Hartford,SKU-3001,Electronics,82.85,0,1,0.736,9,46,745.65
2024-12-05,Hartford,SKU-3001,Electronics,78.13,0,1,0.674,8,57,625.04
2024-12-06,Hartford,SKU-3001,Electronics,71.73,1,1,0.484,13,47,932.49
2024-12-07,Hartford,SKU-3001,Electronics,78.69,0,1,0.615,11,68,865.59
2024-12-08,Hartford,SKU-3001,Electronics,79.48,0,1,0.623,8,37,635.84
2024-12-09,Hartford,SKU-3001,Electronics,78.8,0,1,0.568,14,45,1103.2
2024-12-10,Hartford,SKU-3001,Electronics,80.52,0,1,0.481,5,79,402.6
2024-12-11,Hartford,SKU-3001,Electronics,79.54,0,1,0.514,7,81,556.78
2024-12-12,Hartford,SKU-3001,Electronics,81.16,0,1,0.673,12,75,973.92
2024-12-13,Hartford,SKU-3001,Electronics,77.68,0,1,0.712,9,66,699.12
2024-12-14,Hartford,SKU-3001,Electronics,81.1,0,1,0.723,12,32,973.2
2024-12-15,Hartford,SKU-3001,Electronics,80.51,0,1,0.469,10,62,805.1
2024-12-16,Hartford,SKU-3001,Electronics,78.9,0,1,0.659,8,47,631.2
2024-12-17,Hartford,SKU-3001,Electronics,78.72,0,1,0.625,8,55,629.76
2024-12-18,Hartford,SKU-3001,Electronics,81.14,0,1,0.711,9,29,730.26
2024-12-19,Hartford,SKU-3001,Electronics,80.36,0,1,0.552,8,73,642.88
2024-12-20,Hartford,SKU-3001,Electronics,81.82,0,1,0.518,7,25,572.74
2024-12-21,Hartford,SKU-3001,Electronics,79.82,0,1,0.773,11,32,878.02
2024-12-22,Hartford,SKU-3001,Electronics,79.91,0,1,0.559,9,60,719.19
2024-12-23,Hartford,SKU-3001,Electronics,81.89,0,1,0.737,9,36,737.01
2024-12-24,Hartford,SKU-3001,Electronics,81.72,0,1,0.593,7,54,572.04
2024-12-25,Hartford,SKU-3001,Electronics,82.18,0,1,0.653,7,53,575.26
2024-12-26,Hartford,SKU-3001,Electronics,82.15,0,1,0.804,10,53,821.5
2024-12-27,Hartford,SKU-3001,Electronics,82.84,0,1,0.634,10,48,828.4
2024-12-28,Hartford,SKU-3001,Electronics,80.46,0,1,0.354,14,24,1126.44
2024-12-29,Hartford,SKU-3001,Electronics,82.15,0,1,0.66,16,81,1314.4
2024-12-30,Hartford,SKU-3001,Electronics,79.15,0,1,0.496,9,76,712.35
